Chr,Start,End,Strand,Gene_ID
1,22295002,22300309,-,107870572
1,22310699,22311266,+,124886531
1,22374573,22378561,+,107870553
1,22380552,22382837,+,107870562
1,22383637,22387711,-,107870609
1,22427973,22438449,+,107870616
1,22801696,22804358,+,107870638
1,22807736,22808788,-,124886550
1,22812006,22814122,+,124885286
1,22817674,22830439,-,107870643
1,22840484,22850505,-,107870663
1,23438860,23448565,+,107856690
1,23454943,23462969,-,107856691
1,23577197,23579556,+,107870371
1,23644101,23646799,+,107870378
1,23654219,23658254,-,107870381
1,23789235,23804009,+,107870399
1,23937195,23940098,-,107870760
1,23989171,23993242,+,107871257
1,24072764,24073351,-,124897303
1,24103626,24107743,-,107870432
1,24136876,24137764,-,107871341
1,24243505,24246045,+,107853552
1,24249311,24251747,+,107870439
1,24257474,24283915,-,107870450
1,24328222,24331478,-,107853561
1,24509515,24514535,+,107870486
1,24651087,24675975,+,107870052
1,24746823,24756710,-,107870067
1,24803650,24808366,-,107870081
1,24948435,24949988,-,107870088
1,24956115,24964065,+,107870115
1,24965228,24970718,-,107870096
1,25320497,25324255,-,107870123
1,25376237,25378496,+,107870601
1,25492211,25493821,-,107853920
1,25618126,25618886,-,107870260
1,25636915,25661324,-,107870214
1,25668659,25674647,-,107870227
1,25675389,25684723,-,107870205
1,25723465,25727126,-,107870196
1,25965011,25968984,-,107856930
1,26155101,26159598,+,107856929
1,26267977,26271659,+,107870281
1,26275675,26295854,+,107870272
1,26338496,26352154,+,107870134
1,26354005,26354719,+,107869804
1,26362922,26364571,+,107870145
1,26372163,26375396,+,107870153
1,26446979,26457161,+,107870163
1,26510487,26576152,+,107870183
1,26656172,26668702,-,107870188
1,26739569,26742033,+,107870092
1,26961292,26964785,+,107870293
1,26975850,26993497,-,107870287
1,27074395,27082253,+,107871068
1,27083849,27086006,-,107853823
1,27126744,27132047,-,107871077
1,27135867,27143972,-,107871087
1,27177842,27187121,-,107871106
1,27316337,27318328,-,107853830
1,27592304,27595236,-,107870902
1,27650704,27652561,+,107870838
1,27656223,27659273,+,107870780
1,27662004,27663043,+,107870353
1,27684505,27685461,-,107870717
1,27714465,27714943,+,124897430
1,27715277,27724600,-,107853483
1,27746627,27764633,-,107853478
1,27822392,27823273,+,107870648
1,27925833,27933347,-,107870346
1,27979592,27989027,+,107870338
1,27999289,28003092,+,107870330
1,28698394,28701638,+,107871294
1,28804405,28806409,+,107871334
1,28894610,28896301,+,107853916
1,28950192,28950833,-,107875886
1,28974987,28976452,-,107853925
1,29154398,29156447,-,107871405
1,29185119,29185898,+,124897532
1,29330571,29333111,+,124885294
1,29442997,29448857,-,124896749
1,29673985,29676887,+,107871207
1,30200979,30204151,-,107871214
1,30288283,30298996,+,107871220
1,30399297,30404009,+,107853854
1,30413518,30414024,-,107875235
1,30414902,30433154,-,107871258
1,30498108,30506021,+,107871275
1,30506711,30513934,-,107871285
1,30623491,30623817,-,124897539
1,30623874,30624374,-,124897540
1,30627877,30628663,-,107875311
1,30726900,30729765,-,107853878
1,30741003,30747712,-,124897541
1,30758662,30760170,+,124897542
1,30791765,30797089,-,107853889
1,31032580,31061515,+,107871421
1,31073231,31083655,+,107871449
1,31083907,31089898,-,107871458
1,31140206,31166847,+,107871468
1,31168646,31189522,-,107871475
1,31248972,31301280,+,107871491
1,31358061,31358865,-,107871515
1,31653153,31653968,+,107878050
1,31896507,31897445,-,107878593
1,32082581,32087667,-,107872225
1,32355767,32356297,-,124897548
1,32357247,32368143,-,107854002
1,32655897,32671485,+,107856091
1,32671719,32673437,-,107856092
1,32680683,32692979,-,107856090
1,32695369,32701453,-,107856089
1,32904205,32904954,+,107841407
1,32960550,32963421,+,107842562
1,32963854,33006802,-,107842561
1,33025117,33040981,+,107841408
1,33127760,33130699,-,107841409
1,33289959,33291309,-,107852740
1,33391933,33392573,-,107854107
1,33771945,33783307,-,107854109
1,33872383,33875895,-,124897555
1,33986376,33996888,-,107872027
1,34732970,34735248,-,107872079
1,35043559,35056097,+,107854277
1,35317289,35320162,+,107854278
1,35357193,35360706,+,107854279
1,35442619,35448748,+,107854276
1,35448880,35455730,+,107854275
1,35760667,35764506,-,107871975
1,35794501,35800743,-,107871998
1,35841335,35846316,+,107872019
1,35891148,35901244,+,107871967
1,35963584,35977105,+,107853971
1,35982246,35988050,-,107871888
1,36023479,36031369,+,107871917
1,36068989,36071406,-,107871902
1,36079757,36083163,-,107871879
1,36156070,36172468,+,107871848
1,36173065,36182333,-,107871861
1,36378833,36395612,+,107871708
1,36435876,36438692,+,107871723
1,37070713,37076704,-,107871732
1,37149735,37183285,-,107871749
1,37360350,37367761,-,107874414
1,37414420,37418472,-,107874406
1,37437457,37444898,-,107874396
1,37465080,37468395,+,107874369
1,37472175,37488045,+,107874345
1,37497482,37513047,+,107874336
1,37517707,37522653,+,107874321
1,37660047,37673087,-,107871531
1,37682881,37693668,-,107871542
1,37799327,37802541,+,107871595
1,37802185,37827282,-,107871604
1,37894779,37898633,-,107853946
1,37964063,37967793,+,107871643
1,38002257,38021977,+,107871649
1,38061656,38062336,+,107876431
1,38123283,38126448,+,107871656
1,38183795,38192910,+,107871674
1,38210267,38211793,+,107876513
1,38252216,38265903,+,107871692
1,38410808,38415469,+,107871804
1,38417197,38417841,+,124897565
1,38434442,38434987,+,107871820
1,38455829,38468393,-,107871794
1,38663434,38666043,+,107872105
1,38914634,38917344,+,107872112
1,39041817,39047230,+,107872121
1,39048730,39064761,-,107872130
1,39086925,39095521,-,107872138
1,39096547,39103086,-,107872143
1,39271186,39312635,+,107872166
1,39443191,39446887,-,107872183
1,39457960,39461384,+,107872192
1,39526778,39532468,+,107854033
1,39594475,39595622,+,107872236
1,39812280,39818751,-,107878669
1,39920955,39923787,+,107872246
1,40051689,40052928,-,107872266
1,40062956,40063690,+,124897568
1,40126693,40153082,-,107872278
1,40482535,40489870,+,107872308
1,40679445,40695539,+,107872330
1,40939238,40942196,+,124897574
1,41157230,41159367,-,107854110
1,41167380,41175424,+,107879190
1,41179809,41197249,+,107872345
1,41221384,41222978,+,107879377
1,41223940,41230524,-,124897580
1,41278983,41281715,+,107854154
1,41284408,41285885,-,124897581
1,41291727,41294553,+,107872354
1,41295238,41330919,-,107872374
1,41356639,41377409,+,107872386
1,41384159,41389303,+,107872395
1,41398069,41400340,+,107872419
1,41400976,41417216,+,107872431
1,41417348,41418858,-,107872456
1,41421056,41424615,+,107872466
1,41424905,41428404,+,107872474
1,41429853,41434262,+,107872488
1,41446311,41449131,-,107854167
1,41460387,41468539,-,107872499
1,41500401,41507502,+,107872515
1,41510589,41565217,-,107872527
1,41605530,41610279,-,107872543
1,41620402,41633024,-,107872567
1,41640976,41645834,-,107872592
1,41646819,41653066,+,107872604
1,41657058,41660565,+,107872621
1,41697698,41708362,+,107872649
1,41708790,41709649,-,107854183
1,41710693,41716461,-,107872660
1,41740016,41743592,+,107872672
1,41744692,41749838,-,107872682
1,41751948,41762125,-,107872695
1,41799487,41810670,+,107872723
1,41810592,41813325,-,107872727
1,41814733,41818638,-,107872746
1,41847844,41854022,+,107872766
1,41856744,41859227,+,107872790
1,41860206,41865469,+,107872776
1,41865627,41866421,-,107854195
1,41866909,41872909,-,107872803
1,41876430,41877668,+,107854214
1,41885433,41888636,-,107872806
1,41905269,41906186,+,107879971
1,41910210,41923550,+,107872815
1,41918023,41918858,-,124886962
1,41918899,41919966,-,107838772
1,41962336,41966592,+,107872888
1,41969944,41974211,+,107872923
1,41974851,41983338,-,107872917
1,42008849,42010242,-,107873473
1,42081662,42085220,-,107873481
1,42088733,42092010,+,107873520
1,42101855,42110441,+,124886976
1,42140980,42142544,-,107873547
1,42152903,42155137,-,107873466
1,42275468,42281384,+,107873455
1,42289938,42291400,-,107854386
1,42306051,42309827,-,124886983
1,42334398,42335913,-,107854378
1,42427141,42431286,+,107854358
1,42451221,42453151,+,124897583
1,42486720,42488368,+,107873436
1,42509229,42511218,-,107839933
1,42563328,42569982,+,107873425
1,42571884,42587977,+,107873418
1,42598111,42604323,+,107873407
1,42655880,42660859,+,107873397
1,42661156,42666367,-,107873386
1,42703019,42709319,+,107873367
1,42745124,42746009,-,107854330
1,42749891,42750642,-,107854326
1,42756095,42764956,+,107873338
1,42767255,42784290,-,107873321
1,42806711,42807627,-,124897587
1,42815482,42816682,+,107873308
1,42837890,42841457,-,107873301
1,42849060,42850844,+,107873295
1,42856151,42857405,-,107873287
1,42864263,42872122,+,107873281
1,42898632,42909404,+,107873270
1,42925718,42926745,+,107854309
1,42927296,42927994,+,107839436
1,42956963,42967645,+,107873266
1,42975457,42977399,-,107873258
1,43001720,43004124,-,107854299
1,43004861,43015931,-,107873248
1,43017652,43023147,+,107873243
1,43026476,43032282,-,107873234
1,43044818,43046835,+,107854288
1,43050342,43052856,+,107854280
1,43084632,43085354,-,107839034
1,43127656,43133608,+,107873206
1,43139775,43145379,+,107873201
1,43146002,43149571,-,107873187
1,43159085,43162232,-,107873179
1,43165064,43171265,+,107873172
1,43171506,43184044,+,107873152
1,43184133,43189254,-,107873143
1,43189564,43197100,+,107873127
1,43220233,43225614,+,107873120
1,43226598,43240676,-,107873094
1,43261106,43271123,-,107873085
1,43276241,43278796,-,107873103
1,43286177,43292800,+,107873111
1,43293516,43298791,+,107873078
1,43299362,43303668,+,107873069
1,43309564,43310957,+,107854268
1,43314922,43315955,-,107838910
1,43347311,43349957,+,107873063
1,43351901,43355397,-,107873059
1,43372968,43375608,+,107873050
1,43378120,43386919,+,107873043
1,43388749,43390927,-,107873035
1,43402407,43409314,-,107873029
1,43415548,43423179,+,107873024
1,43424459,43429490,-,107873005
1,43437615,43442049,+,107872995
1,43442970,43454356,+,107872982
1,43456397,43457570,+,107854261
1,43480669,43485762,+,107872972
1,43486260,43487186,-,107854252
1,43494149,43495076,+,107854244
1,43516253,43518957,+,107872964
1,43533187,43533663,-,107854830
1,43608447,43669219,-,107874959
1,43721228,43724075,-,107875005
1,43784499,43798275,-,124897611
1,43811287,43812073,+,107847443
1,43813617,43822716,+,107874940
1,43847646,43848507,-,107854808
1,43869239,43877457,+,107874931
1,43896481,43910578,+,107874920
1,43911863,43935683,-,107874909
1,43995612,44009257,+,107874878
1,44017976,44022640,+,107874868
1,44028201,44031303,+,107874851
1,44045167,44047264,+,107874844
1,44048923,44072587,-,107847382
1,44081535,44083927,-,107874835
1,44254011,44257758,+,107854409
1,44259584,44267349,-,107873565
1,44317360,44318055,-,124897616
1,44442697,44449443,+,107873633
1,44479347,44486442,+,107873645
1,44538295,44539605,+,107854419
1,44589702,44590686,+,107854666
1,44656827,44658644,+,107874423
1,44705304,44707053,+,107873982
1,44763971,44766691,+,107874004
1,44775914,44779466,-,107873998
1,44798008,44822011,+,107874014
1,44862529,44914584,+,107874024
1,44930698,44931624,-,107842420
1,44932141,44942428,+,107874032
1,44981640,44982962,+,124897622
1,44986175,44987986,+,124897625
1,45216156,45230559,+,107874073
1,45236796,45241020,+,107874082
1,45249421,45253458,-,107874093
1,45318993,45322577,+,107874527
1,45348050,45348904,+,107854707
1,45369757,45371389,+,107874544
1,45410191,45411194,+,107854715
1,45622810,45629997,+,107854726
1,45632278,45642354,+,107874553
1,45644187,45650379,+,107874564
1,45656230,45664441,-,107845197
1,45831708,45845021,+,107845485
1,45861872,45863307,-,107845551
1,45965068,45966579,+,107845616
1,45969599,45973078,+,107845691
1,46014295,46030373,-,107874593
1,46048175,46056638,+,107845765
1,46075990,46077782,+,107874604
1,46287165,46294515,-,107874614
1,46299948,46301549,+,124897640
1,46708435,46731809,+,107875033
1,46733216,46739299,+,107875050
1,46750713,46758928,-,107875073
1,46786431,46787846,-,107875096
1,46794845,46798379,-,107875121
1,46800168,46814027,+,107875137
1,46821422,46829602,-,107875160
1,46873009,46894622,-,107875148
1,46968044,46968733,+,107847965
1,47526074,47533329,+,107875195
1,47614427,47628133,+,107875201
1,47715197,47715842,+,107848768
1,47723740,47776825,-,107875209
1,47813092,47821913,+,107874490
1,47822901,47824269,-,107854677
1,48001245,48001808,+,107844793
1,48017785,48018270,+,124897650
1,48019864,48025864,-,107874512
1,48077176,48090582,+,124897651
1,48090748,48100578,+,107842299
1,48714552,48715535,+,124897654
1,48859940,48861222,-,107854514
1,48936103,48937439,-,107854505
1,49085059,49085813,-,107842116
1,49154930,49156216,-,107854495
1,49159538,49160695,+,107854485
1,49198711,49199377,+,124897659
1,49296224,49297594,+,124897662
1,49325546,49328168,+,107873972
1,49352551,49353165,+,124897665
1,49488189,49515054,+,107873951
1,49515946,49516776,-,107841826
1,49531829,49537485,+,107873936
1,49537650,49552272,-,107873926
1,49596764,49618171,-,107873911
1,49673014,49676206,+,107873900
1,49693120,49696528,+,107873889
1,49715957,49722114,-,107873859
1,49739843,49755756,-,107873823
1,49773466,49781882,+,107873814
1,49781995,49785371,-,107873803
1,49798853,49802915,-,107873795
1,50099492,50101248,+,107873767
1,50108083,50114285,-,107873754
1,50195398,50197625,+,107873744
1,50315487,50316989,-,107854462
1,50323245,50329672,-,107873721
1,50326994,50329260,-,107873714
1,50329520,50347338,-,107873729
1,50352158,50359680,-,107873685
1,50469812,50473829,+,107854446
1,50476132,50481969,-,107873675
1,50554903,50562665,-,107873667
1,50894022,50898165,+,107874287
1,51311267,51319237,-,107874274
1,51756525,51757187,+,107844991
1,52237356,52246262,+,124897682
1,52369023,52378915,+,107874120
1,52719527,52728073,+,107874145
1,52832499,52834870,-,124885489
1,53079316,53091480,+,107874110
1,53104147,53111672,+,107874104
1,53505475,53519471,+,107844453
1,53682509,53692875,-,107844612
1,53823192,53834168,-,107874459
1,54059437,54062577,-,107874793
1,54281639,54282412,+,107854762
1,54305610,54335684,+,107874779
1,54338163,54346004,-,107874768
1,54397454,54398519,-,107844225
1,54486093,54488271,-,107874748
1,54532742,54534158,-,107846830
1,54537749,54539418,-,124886365
1,54544525,54554655,+,124885852
1,54580678,54585429,-,124897690
1,54638545,54650111,-,107874740
1,54651706,54652458,+,107846659
1,55030163,55033623,+,107856469
1,55035528,55043791,-,107856468
1,55362182,55372791,-,107875488
1,55621224,55622238,-,124897696
1,55792387,55792896,-,124897698
1,56415465,56417592,+,107855072
1,56639336,56652533,-,107875512
1,56666803,56682831,-,107875497
1,56928828,56936089,+,107852590
1,56941255,56945223,+,124886466
1,56952759,56958619,-,124897703
1,56975866,56980149,+,107869194
1,57700540,57701117,-,107850075
1,58010596,58016846,+,107875429
1,58053212,58053706,-,107849879
1,58066726,58106432,+,107875420
1,58119354,58125412,+,107875412
1,58311207,58334993,+,107875252
1,58340777,58341537,-,107848854
1,58653189,58657070,+,107875261
1,58705004,58749458,-,107848938
1,58785972,58804323,+,107875278
1,58807160,58812674,+,107875285
1,58843181,58849947,+,107875297
1,58890592,58893072,+,107875307
1,58895106,58895993,+,107849022
1,59010107,59011545,+,107854859
1,59148429,59159765,-,107875317
1,59528062,59534024,+,107875351
1,60556872,60561961,+,107875370
1,60618049,60620113,+,107854877
1,60751065,60753197,+,107854898
1,60851849,60859800,-,124897713
1,60888676,60889551,+,107854908
1,61105827,61109329,+,107875401
1,61410234,61445973,+,107874295
1,61842172,61842798,+,124897716
1,62136225,62138485,-,107874656
1,62219707,62222525,-,107874683
1,62308465,62317473,+,107874696
1,62462703,62472703,+,107845860
1,62516779,62519206,-,107844882
1,62723304,62725296,-,107844938
1,63093207,63093638,-,124897718
1,63126014,63127761,+,107844375
1,63146246,63147691,-,107844376
1,63160814,63169973,+,107845920
1,63290745,63291233,+,124897721
1,63475373,63476318,-,124897722
1,63514485,63521754,-,107845873
1,64015224,64016084,-,124897725
1,64226086,64246162,+,107852698
1,64396251,64408971,-,107852700
1,64418931,64419652,+,124897726
1,64481154,64481600,-,124897728
1,65211811,65220907,-,107875520
1,65361315,65375447,+,107875564
1,65528188,65530665,+,107856589
1,65573361,65590123,+,107854140
1,65582298,65583057,-,124888676
1,65604736,65632128,-,107875610
1,65962206,65983714,+,107877440
1,65988060,65988630,-,107855576
1,66205492,66206055,+,124897738
1,66235008,66235827,+,107855558
1,66447934,66449061,+,107877407
1,66569760,66573844,+,107877395
1,67044502,67046864,-,107877601
1,67362618,67363957,+,107851250
1,67484402,67486348,+,107855052
1,67506991,67509699,-,107875959
1,67573214,67601372,-,107875971
1,67675308,67690337,-,107875978
1,67732627,67741304,-,107875999
1,67748507,67751739,-,124897740
1,68124599,68130787,+,107852117
1,68141148,68142519,-,124897742
1,68654412,68662319,+,107852116
1,68737576,68739761,-,107852121
1,69580394,69581153,-,107852115
1,69677914,69690157,-,107852118
1,69726321,69727763,-,124889463
1,69738463,69739487,+,124897752
1,69746415,69750961,+,124897757
1,69763800,69764658,-,124889481
1,69799902,69803170,-,107876130
1,69932908,69939114,-,107876133
1,70198655,70201705,-,107876142
1,70380159,70380912,+,107855113
1,70397889,70399324,-,107855121
1,70415452,70415835,-,124897765
1,70663055,70667249,+,107876014
1,70962980,70966670,+,107876007
1,71514262,71516452,+,107851483
1,71662821,71663636,-,124889726
1,71722541,71723791,-,124897771
1,71914590,71920749,+,107876152
1,72492174,72496333,+,107876149
1,72751362,72774888,+,107855654
1,72785629,72790888,+,107856830
1,72978686,72979252,-,124897776
1,73023237,73028733,-,107876330
1,73213893,73214384,-,124897777
1,74145991,74160668,-,107855163
1,74789225,74799039,-,107876275
1,74839581,74840928,-,107852498
1,74855345,74864870,-,107876264
1,74883137,74887651,+,107876253
1,74965553,74967764,-,107876241
1,75146473,75158450,+,107876225
1,75170434,75171316,+,107852410
1,75204936,75206494,+,124897780
1,75289148,75298311,+,107855133
1,75536497,75537402,+,107857854
1,76373276,76383957,+,107878503
1,76758604,76860991,+,107878454
1,77352990,77412145,+,107878380
1,77616154,77620542,-,107855731
1,78268204,78271221,-,107855732
1,78311955,78359325,-,107855728
1,79117755,79136516,-,107855730
1,79936875,79937417,-,107857134
1,80930274,81006002,+,107877117
1,81229328,81251025,+,107877099
